sr_no,sol_id,acct_name,schm_code,principal_payment_due_date,principal_payment_amount,interest_payment_due_date,primary_manager_id,secondary_manager_id,tertiary_manager_id,cbo_srm_id,credit_admin_manager_id,normal_interest,interest_calc_status,penal_interest,penal_calc_status,processing_status
375715,40,"Ib{aDkM:=""XMb>ed",LNECL,,,28-02-2023,NA,204912,164401,4969,393196,48809.37,Done,,pending,Done
376345,55,"Idcn?sT:@,_HZF3aOAHwW]Jg0A-y@<",LNECL,,,28-02-2023,NA,207705,281360,389239,389239,19043.24,Done,,pending,Done
398118,254,Inmhq}T_2~_seK\g>L7VOawd;9(,LNSTL,28-02-2023,229160,28-02-2023,NA,194331,193493,19721,328527,16759.82,Done,,pending,Done
398538,329,Iate7JA[1{_<l:e1QJ3zHj};ss7zNF/G,LNSTL,28-02-2023,55555,28-02-2023,NA,306494,6199,387563,387563,15156.51,Done,,pending,Done
398079,2462,:9t@3 Til{Z8jLgcF=E,LNSTL,,,28-02-2023,NA,361296,19793,386245,142339,0,Done,,pending,Normal_Interest_Is_Zero
377030,90,;fgr3vD:7wc9ax\_AME+UqJd58-fzD>9,LNECL,28-02-2023,885420,28-02-2023,NA,321244,NA,265613,172266,213955.18,Done,,pending,Done
375962,43,"Fkcs:kNn6RQB\BaVBJ;%J8""j9?7E#Hrt3V]",LNECL,,,28-02-2023,NA,154729,3921,376831,376831,0,Done,,pending,Normal_Interest_Is_Zero
379212,1165,KgkqGo \B{X8ZKf,LNECL,,,28-02-2023,NA,335901,83492,8036,390307,0,Done,,pending,Normal_Interest_Is_Zero
387643,3423,7duh3|A:6!PIhMeZBK,LNECL,28-02-2023,25000,28-02-2023,NA,136513,42555,360000,360000,3651.51,Done,2.02,Done,Done
378663,1164,";qra@nA\9w,9cMXcMJ;*HkJk9=:fO=iA0Ob\S5",LNECL,28-02-2023,325000,28-02-2023,NA,156688,156688,12754,328584,44355.82,Done,,pending,Done
379127,1165,L^pk3~EmDs^55:ZVK;;{V,LNECL,,,28-02-2023,NA,305342,8600,390237,345754,0,Done,,pending,Normal_Interest_Is_Zero
381195,1530,7ftuF!A:3{Z95?b`AKq#Oh,LNECL,,,28-02-2023,NA,177563,195662,195662,356421,107979.45,Done,,pending,Done
376857,86,LZtd:wAhl&`9ZEf,LNECL,,,28-02-2023,NA,260632,4798,378324,378324,18106.51,Done,,pending,Done
381000,1530,L^fi5JAj=s^9axccFN3+H8vd4=8j?,LNECL,28-02-2023,308000,28-02-2023,198246,198246,21804,43308,375012,33692.94,Done,33.75,Done,Done
375467,20,"9aqi5o ]<!_IaMT_@Qq*Hj!d*97EKJ3K(V^(Z:Cit,D",LNECL,28-02-2023,372222,28-02-2023,NA,38214,38214,10443,329804,48230.85,Done,,pending,Done
381030,1530,"HZoaq""An2%OCVMf1FF6,Vl|d,GcqGH",LNECL,28-02-2023,222500,28-02-2023,NA,195662,195662,195662,356421,34059.8,Done,18.93,Done,Done
381060,1530,HZvh;JIm=s`,LNECL,28-02-2023,708335,28-02-2023,NA,296494,205210,56191,375012,116826.26,Done,77.63,Done,Done
376072,46,HZocAJH_?tM@hxccFN3+H8vd4=8j?,LNECL,,,28-02-2023,38864,159363,152044,199030,199030,0,Done,,pending,Normal_Interest_Is_Zero
376862,86,"Fkgmq""H_2~_seK\g>L7VOawd;9(",LNECL,28-02-2023,277778,28-02-2023,NA,129968,147500,378324,378324,33357.66,Done,,pending,Done
377207,97,7kqr3} dz}:sc:gfO9>VPY|]397EGA7>;G],LNECL,28-02-2023,247230,28-02-2023,NA,210926,51155,356552,330191,43943.27,Done,,pending,Done
376717,75,7fcr3!An6R`FVOX]P,LNECL,28-02-2023,111000,28-02-2023,NA,264337,102947,18067,18067,15570.96,Done,,pending,Done
400368,90,"IatiqkRn5{,>ZPX]I=D0",LNXAU,,,28-02-2023,NA,207553,152202,152202,152202,0.05,Done,0,Done,Normal_Interest_Is_Zero
397208,1636,:ZxiqoNa6!Q9gBaX|HH+#d~_,LNSTL,,,28-02-2023,NA,369896,16219,16219,271193,0,Done,,pending,Normal_Interest_Is_Zero
379541,124,?ie@:oAfAzO5g>3aOAHwW]Jg0A-y@<,LNECL,,,28-02-2023,186918,186918,26821,27234,338077,0,Done,,pending,Normal_Interest_Is_Zero
376951,87,IrpnA!A:4wMFhx91QJ3%Vesn:=3sNw:G0XZ\SpBim0T17,LNECL,28-02-2023,1361111,28-02-2023,NA,156591,14175,371342,371342,208492.4,Done,,pending,Done
377186,95,IZpj3$ c;'QFc:gZLF3#,LNECL,,,28-02-2023,133401,175924,53213,378530,378530,0,Done,,pending,Normal_Interest_Is_Zero
375656,39,Iocr@JIh3%MHZE3aOAHwW]Jg0A-y@<,LNECL,28-02-2023,1350000,28-02-2023,NA,135764,153226,142339,142339,357782.47,Done,,pending,Done
379906,133,7ftiFk \5s^;VOT1B<GyDlsj5s7t>A/I@.9JOC;il3Y,LNECL,,,28-02-2023,NA,195774,357409,352737,352737,,pending,,pending,Normal_Interest_Is_Null
379164,1165,Fkgc;}Ii;RNF^@[e|KF{HdJd589xOJ3::,LNECL,,,28-02-2023,NA,148012,25852,390237,345754,0,Done,,pending,Normal_Interest_Is_Zero
375276,12,8aclA~I[l a@iBVRPLq'YlJg;8,LNECL,,,28-02-2023,NA,163037,23067,112866,112866,0,Done,,pending,Normal_Interest_Is_Zero
400438,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,28-02-2023,NA,173693,94181,14781,354392,0.73,Done,0,Done,Normal_Interest_Is_Zero
376280,49,?freJJH_.~`<X:eV|HD YY~`f@-rDL/9,LNECL,,,28-02-2023,281388,NA,NA,21556,21556,231256.85,Done,,pending,Done
376735,75,AZnaq~Hc9RNFdM[VOKqyRf~m<78nJFi86OiI\Jupv; 8G;,LNECL,,,28-02-2023,216568,148139,102947,18067,18067,0,Done,,pending,Normal_Interest_Is_Zero
393130,1153,IackFs l2sXHn,LNPRT,,,28-02-2023,NA,341038,178016,44298,353519,3356449.89,Done,0,Done,Done
377324,1023,"AZta?JAa?{,=c=hdQJ;{V",LNECL,,,28-02-2023,260541,141863,51305,367915,367915,0,Done,,pending,Normal_Interest_Is_Zero
376086,47,7gmiFk _;'QFeK\dB,LNECL,28-02-2023,305000,28-02-2023,NA,178678,16715,36096,36096,37468.87,Done,,pending,Done
380865,152,AfBr7nDsl [HdKf,LNECL,,,28-02-2023,NA,212802,212802,116665,116665,0,Done,,pending,Normal_Interest_Is_Zero
376473,61,Dbvi@JC[@'UB\L3]FE;+H\,LNECL,,,28-02-2023,NA,42154,13595,55958,129990,0,Done,,pending,Normal_Interest_Is_Zero
378235,1164,79e@EkR_2RQAeHeZRE,LNECL,28-02-2023,100000,28-02-2023,NA,139156,12344,341426,374840,892.47,Done,,pending,Done
400789,1541,Jbva@JCi:#MBnx_ZJAF{G,LNXAU,,,,NA,92116,258839,20812,328323,,pending,,pending,No_Interest_Payment_Due
385746,262,ChfeDx _;yUBZ>eZK?q.Rjun,LNECL,28-02-2023,194444,28-02-2023,NA,153012,18380,344216,11734,32705.93,Done,396.27,Done,Done
377046,90,9acn6|A:.(`CbHUZI=q Q\s\fD:yzD>9,LNECL,28-02-2023,625000,28-02-2023,NA,25852,NA,360000,360000,99148.12,Done,,pending,Done
373730,579,"IZk@5kRn<!,AVGhW>;F,Uaxbf73rK98NfRkQd2Je@3I9<K&~",LNAGP,,,28-02-2023,NA,373190,336853,326943,373161,40488.77,Done,0,Done,Done
378856,1165,">rreDsOh6',DgBiRQ=q#Leso,8",LNECL,28-02-2023,69444,28-02-2023,153396,178074,9337,390237,345754,9721.06,Done,,pending,Done
400579,1164,F9e@5rAh1%Ms_NX]Pw;%W]|i(H-tI96t7Tb^OE;@l0M5G<%,LNXAU,,,,322914,313939,21522,105537,12953,,pending,,pending,No_Interest_Payment_Due
400589,1164,F9e@5rAh1%Ms\>`d|HH+#d~_,LNXAU,,,,NA,322914,21522,105537,12953,,pending,,pending,No_Interest_Payment_Due
377102,90,"MbteqvIh2R_CaNgZLFq^Lfnd(|cuMA@6;G9(Z:Cit,D",LNECL,,,28-02-2023,210357,199221,42555,88866,88866,0,Done,,pending,Normal_Interest_Is_Zero
376932,87,InpsFkR:2!`9gIeZP=EVSn~;3H(,LNECL,28-02-2023,344000,28-02-2023,NA,261952,295297,378924,378924,42068.79,Done,,pending,Done
377212,97,8kkt;}H:=zMFb:,LNECL,28-02-2023,41670,28-02-2023,198657,130871,27407,356552,330191,5508.46,Done,,pending,Done
377437,1049,79x@;xDo@'^=ZL,LNECL,,,28-02-2023,NA,151954,29139,235828,39674,0,Done,,pending,Normal_Interest_Is_Zero
379056,1165,7lqnEJEhAw^DgBfV,LNECL,,,28-02-2023,NA,342883,8600,390237,345754,0,Done,,pending,Normal_Interest_Is_Zero
376134,47,CZjaHsR:0zQA5MXTE,LNECL,,,28-02-2023,178678,260242,128688,356706,356706,84178,Done,,pending,Done
377077,90,HZvn3k m5%Q95:aRK<:wDkJc6H)qNw:G0XZ\SpBim0T17,LNECL,,,28-02-2023,NA,322045,343493,88866,88866,0,Done,,pending,Normal_Interest_Is_Zero
400448,1164,"IZya@}Ue5s,>ZPX]I=D*#h!of@8i",LNXAU,,,28-02-2023,NA,213836,213836,334766,322056,0.05,Done,0,Done,Normal_Interest_Is_Zero
377347,1026,"7fdi5k q<""Xsh>egF;7",LNECL,,,28-02-2023,NA,172584,8929,338092,339755,21944.87,Done,,pending,Done
376385,57,>^toqzRc;',LNECL,28-02-2023,250000,28-02-2023,180924,154398,27407,374069,13351,37335.62,Done,,pending,Done
378220,1164,JbtuBkTclu[AbHWZQA7*#h!ots0y?,LNECL,28-02-2023,138888,28-02-2023,NA,8978,289848,47182,180716,0,Done,,pending,Normal_Interest_Is_Zero
385766,262,IpqsFs c;x^5hMef@LG)HkJk9=:fO=iA0Ob\S5,LNECL,,,28-02-2023,263989,263989,18380,344216,11734,27777.88,Done,57.4,Done,Done
380950,1530,Jag@>kKb<'U55MXiQA>{V8zm0J%y@w6>4KmMR,LNECL,,,28-02-2023,NA,25669,43308,43308,375012,123089.86,Done,,pending,Done
377272,1009,7Zt@FoCb;{O5axfVON;yHkJC0B(n<!iE9KoIb6uli4I@8;,LNECL,,,28-02-2023,,,,,,,pending,,pending,Cust_Email_Is_Blank
375680,39,LbetA|A:.(`CbHgZS=q'YlJg;8,LNECL,28-02-2023,836111,28-02-2023,NA,367165,12324,235347,235347,150053.32,Done,,pending,Done
379612,1261,7gwgDkH:@(S5gL3aOAHwW]Jg0A-y@<,LNECL,,,28-02-2023,NA,157543,40868,383615,148433,0,Done,,pending,Normal_Interest_Is_Zero
377082,90,L^nsqoNa6!Q9gL,LNECL,,,28-02-2023,NA,165106,79080,152202,152202,17452.57,Done,,pending,Done
376612,69,HZocA|,LNECL,,,28-02-2023,NA,92168,NA,386964,386964,225191.1,Done,,pending,Done
374336,324,"AZ{@:s-n2uTsZGZZK=7)V8zq;""cqO<",LNBLA,,,28-02-2023,177270,149844,109123,207558,207558,1277.62,Done,77.67,Done,Done
377206,97,HbvuDkJ:={\9hxT_AwB#Dk~d*GcuMA@6;G9TW>?te+,LNECL,28-02-2023,193055,28-02-2023,198657,175582,51155,356552,330191,25548.46,Done,,pending,Done
379792,1292,Ikk@=mC:?wR=c>eZBK,LNECL,,,28-02-2023,NA,170092,52397,50156,50156,115740,Done,,pending,Done
377007,88,HZklFoCbl'Q7]Gb]L?;{V8Jk=HcqO<,LNECL,28-02-2023,805555,28-02-2023,NA,305017,18463,286718,286718,126483.33,Done,,pending,Done
379480,123,>hoe>sN_@R`9mM\]BK,LNECL,28-02-2023,188000,28-02-2023,NA,362493,362493,68151,177861,27570.66,Done,,pending,Done
375371,13,"Fbqn7oR:@,_HZFf",LNECL,,,28-02-2023,NA,351562,351562,357138,357138,0,Done,,pending,Normal_Interest_Is_Zero
377151,91,9^ptG|Y:=~MNVxcgQw>+G,LNECL,,,28-02-2023,198352,143322,18380,149055,161465,0,Done,,pending,Normal_Interest_Is_Zero
377194,95,IZo@9kS:=%[>Z<gd|Hq#W\,LNECL,,,28-02-2023,NA,175924,33900,148446,18334,0,Done,,pending,Normal_Interest_Is_Zero
397379,165,"FZtaEyN::sO<^GXcVwy Q\s\os4wDN+I,""eQ[:Jedt",LNSTL,28-02-2023,2000000,28-02-2023,NA,192739,192739,366807,366807,0,Done,,pending,Normal_Interest_Is_Zero
378537,1164,"C9p@6kSnB%,y5<b^M9@0#@zm0J%y@!iA0Ob\S5",LNECL,,,28-02-2023,NA,151425,50545,378857,356628,0,Done,,pending,Normal_Interest_Is_Zero
396399,1530,"CZjaErAeA{,HZQgZI=q$Ldvn",LNSTL,28-02-2023,1666666,28-02-2023,NA,199762,199762,176865,356421,818748.53,Done,0,Done,Done
376334,55,Ofe@;xDc.R\F^OTeBw> Pa~`+,LNECL,,,28-02-2023,NA,111329,33900,1354,362030,0,Done,,pending,Normal_Interest_Is_Zero
385776,262,8kch?kNclvQJZEbaBJEVSjsq(H)EGA7>;G](.~,LNECL,,,28-02-2023,NA,263989,33661,344216,11734,20449.47,Done,2.2,Done,Done
380084,136,"<httGxE:2~MGiH`VOKq'Ua!\;9cqDE3I,F",LNECL,28-02-2023,241700,28-02-2023,NA,363197,6542,371100,353507,53431.83,Done,,pending,Done
379987,134,BZzm;JPo:#_seOg?|DFz1,LNECL,,,28-02-2023,NA,105111,13699,97180,97180,0,Done,,pending,Normal_Interest_Is_Zero
376605,69,8acr3~ c;vaGiK\RIw5&Uhym(H-tI,LNECL,28-02-2023,58300,28-02-2023,148596,148596,148597,386964,386964,8855.94,Done,,pending,Done
400478,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,,NA,173693,94181,14781,354392,0.02,Done,0,Done,No_Interest_Payment_Due
375900,43,"Dbfh;JAm@""O=VMXd",LNECL,,,28-02-2023,NA,321469,6199,337079,337079,,pending,,pending,Normal_Interest_Is_Null
376962,87,EfBe@qIh2w^=c@,LNECL,,,28-02-2023,NA,372958,368674,371342,371342,0,Done,,pending,Normal_Interest_Is_Zero
379363,119,FZrt7mH:6!P=VxccFN3+H8vd4=8j?,LNECL,,,28-02-2023,NA,176406,19793,378655,328668,63810.72,Done,,pending,Done
375423,17,Lkkn6k _;yUBZ>ed|HH+#d~_,LNECL,28-02-2023,438889,28-02-2023,NA,282117,50545,334766,322056,66554.78,Done,,pending,Done
379153,1165,ImcrqJIh1(_HgBXd,LNECL,28-02-2023,427777,28-02-2023,NA,178074,29162,390237,345754,51108.43,Done,,pending,Done
377330,1023,<htc7JIh1{MsW>iVO99{V,LNECL,,,28-02-2023,260541,141863,51305,27770,27770,0,Done,,pending,Normal_Interest_Is_Zero
377260,1008,JZpi3JTl.vUB\xV`JH3%\,LNECL,,,28-02-2023,NA,314351,22471,374147,374147,35216.1,Done,,pending,Done
377142,91,Dbja>JCb.!Psh:ZROE3#,LNECL,,,28-02-2023,NA,NA,23135,149055,161465,0,Done,,pending,Normal_Interest_Is_Zero
376100,47,HZy@7nG_l{Z8jLgcF9>VVgvp;=3sNw6>4KmMR,LNECL,28-02-2023,830550,28-02-2023,165625,150957,136072,379441,379441,119088.81,Done,,pending,Done
378032,1158,"Ikk@3xAhAzMsa:^dEE;VVhsi5=2lzE3A3U9X`:Lat, 8<D*/Zw",LNECL,,,28-02-2023,NA,213763,33856,74634,74634,211150.68,Done,,pending,Done
379472,123,DZpd;xI:3sNF^<f,LNECL,28-02-2023,69444,28-02-2023,NA,126804,7237,68151,55179,10388.77,Done,,pending,Done
377022,89,Ibnv7| m=%UB\xfaFF@{UkJd58-fz :}fNmL,LNECL,28-02-2023,763889,28-02-2023,NA,176912,149829,22400,22400,87983.24,Done,,pending,Done
381023,1530,FkgmqpA\?{O5iHed,LNECL,28-02-2023,416667,28-02-2023,NA,177563,111052,11836,85163,61193.74,Done,,pending,Done
376514,63,"ChpoByL:0""XCgL3ZK<;w#h|d=58jzD3B0V^L",LNECL,,,28-02-2023,NA,178568,NA,84950,327379,59141.1,Done,,pending,Invalid Customer Id
378254,1164,Hh{@3zP[?wXG5IeZS9F{#d~_,LNECL,28-02-2023,555302.62,28-02-2023,NA,351885,351885,12754,328584,67301.79,Done,,pending,Done
376183,47,D9l@FoXn6~Qs^GWfPLD HkJk9=:fO=iA0Ob\S5,LNECL,28-02-2023,611000,28-02-2023,NA,NA,15552,356706,356706,83597.69,Done,,pending,Done
375706,39,Ibmk3JM_AsXG5IeZS9F{#dsh0H)i,LNECL,,,28-02-2023,NA,198066,148642,359711,235347,53075.34,Done,,pending,Done
400468,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,28-02-2023,NA,173693,94181,14781,354392,0,Done,0,Done,Normal_Interest_Is_Zero
376940,87,D^y@3qE:=%Q7^L\`Kw5wVlJk=HcqO<,LNECL,28-02-2023,177777,28-02-2023,NA,261952,261071,371342,371342,29497.83,Done,,pending,Done
376995,87,Ekcn9o j<~e:V;3ZK<G*Wjs`:,LNECL,,,28-02-2023,NA,141863,295297,27770,27770,30182.88,Done,,pending,Done
379187,1165,InptD SnlsXIbBaZREq'YlJg;8,LNECL,,,28-02-2023,NA,169019,18151,8098,390307,0,Done,,pending,Normal_Interest_Is_Zero
377344,1026,Lbuh;!K[? MsWB^VP,LNECL,28-02-2023,39000,28-02-2023,NA,172584,8929,338092,339755,5431.59,Done,,pending,Done
377205,97,ChjiFJDs2&`I[?f1MJ;-Dlo;3=1nO=.,LNECL,28-02-2023,202778,28-02-2023,NA,130871,27407,356552,330191,24550.8,Done,,pending,Done
376017,43,Iate7JEh4{Z9ZKf1#w5&Ql|\*H3wNw:G0XZ\SpBim0T17,LNECL,,,28-02-2023,NA,160636,135227,387563,387563,0,Done,,pending,Normal_Interest_Is_Zero
375353,13,"Makt7vAh1RQB\BaVBJ;%J8~`*<2tGG1>,U9XdEult+",LNECL,,,28-02-2023,179091,199762,121144,357138,357138,0,Done,,pending,Normal_Interest_Is_Zero
377187,95,@]o@?oT[9RR=cBfYBJEVSjsq(H)EGA7>;G],LNECL,,,28-02-2023,NA,206762,193493,378530,378530,0,Done,,pending,Normal_Interest_Is_Zero
377227,97,FkcgKk c;'QFc:gZLF3#,LNECL,,,28-02-2023,198657,162168,51155,356552,330191,0,Done,,pending,Normal_Interest_Is_Zero
379527,1232,A9u@EJSn<!QsXKhdE=DVFgwk(B=E#Hrt3V],LNECL,28-02-2023,103000,28-02-2023,NA,157929,9891,346430,346430,24301.29,Done,,pending,Done
397409,1662,<ZncAx s.%ZG5IeZS9F{#dsh0H)i,LNSTL,28-02-2023,1558442,28-02-2023,NA,207622,14175,378924,378924,116741.44,Done,,pending,Done
379093,1165,CGuN=X j.#QFh,LNECL,,,28-02-2023,272379,147946,29162,167793,370335,0,Done,,pending,Normal_Interest_Is_Zero
374462,465,Ibpg:JIhAwX@^@X_@=q*H[ m0H=EKN>t3V],LNBLA,28-02-2023,275000,28-02-2023,NA,129787,26821,22788,320145,4285.67,Done,431.34,Done,Done
373682,2694,Inpb7kM:9{R9h<\VK;7*#h|d=58jzD3B0V^L,LI001,28-02-2023,83333,28-02-2023,NA,133370,11566,96134,349169,8421.89,Done,,pending,Done
377172,93,InreDwArl~M6dKTeLJ;{V,LNECL,28-02-2023,238000,28-02-2023,NA,41553,26197,80426,115767,11872.24,Done,,pending,Done
379392,1205,Ikk@<yTb6R`9mM\]BK,LNECL,28-02-2023,141935,28-02-2023,NA,170092,52397,178882,178882,17267.19,Done,,pending,Done
378532,1164,":Znm;k q<)QB5LTTHKq'Ua!\;9cqDE3I,F9(<",LNECL,,,28-02-2023,NA,207241,12927,341426,374840,95589.04,Done,,pending,Done
381237,1530,<Zkt:JIh1(_HgBXd|D;$Llo_,LNECL,,,28-02-2023,NA,100667,25669,40781,341766,111520.55,Done,,pending,Done
378257,1164,F^te@xI[9RQ@b>VY|>7xUamj5,LNECL,28-02-2023,22222,28-02-2023,207241,207241,12927,154495,374839,3371.57,Done,,pending,Done
400498,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,,NA,173693,94181,14781,354392,0.04,Done,0,Done,No_Interest_Payment_Due
385110,2204,8^iuDJTl.vUB\xV`JH3%\,LNECL,28-02-2023,105500,28-02-2023,NA,347039,119729,326943,373161,24099.95,Done,2.91,Done,Done
375020,635,Ikk@9yR[8zZ5iA3dQ=7#V,LNCTL,28-02-2023,156600,28-02-2023,NA,14217,23067,20523,51974,46443.39,Done,,pending,Done
375359,13,8acr3~ j.%QBi>eRIKq#W\,LNECL,,,28-02-2023,NA,117804,77685,8546,8546,245950,Done,,pending,Done
379204,1165,Imge>} c;vU5,LNECL,,,28-02-2023,NA,178279,18151,8098,390307,0,Done,,pending,Normal_Interest_Is_Zero
385909,267,LblaKkL[8&TA^xV`QLA%#esg3G,LNECL,,,28-02-2023,NA,344356,20948,360318,4059,52551.37,Done,,pending,Done
375985,43,"IZvy3JPi9,M@aHld|D>'",LNECL,,,28-02-2023,NA,128454,15552,153576,153576,0,Done,,pending,Normal_Interest_Is_Zero
377085,90,8Zna<s _9wOHgHaZ@K,LNECL,,,28-02-2023,NA,210357,79080,360000,360000,0,Done,,pending,Normal_Interest_Is_Zero
376965,87,Lco@5oR[:{OG5Iie|DFz,LNECL,,,28-02-2023,NA,141863,51305,27770,27770,0,Done,,pending,Normal_Interest_Is_Zero
376185,47,7[jiErEel{_DVM3aSLq#W\,LNECL,,,28-02-2023,NA,324093,321976,342973,342973,152831.37,Done,,pending,Done
377225,97,HbvuDkJ:={\9hxT_AwB#Dk~d*GcuMA@6;G9TW>?te+,LNECL,,,28-02-2023,198657,175582,51155,356552,330191,25364.59,Done,,pending,Done
378544,1164,Aacr3qPo?RR@dNe1JA>#V8zq;s0y?,LNECL,,,28-02-2023,139156,139156,12344,47182,180716,0,Done,,pending,Normal_Interest_Is_Zero
376363,56,"CZpi8yL^lw,7dGaV@Lq#Leso,8",LNECL,28-02-2023,233333,28-02-2023,NA,184821,87469,293291,293291,37483.62,Done,,pending,Done
376713,75,8Zna<s c;x^5hMef@LG)V,LNECL,28-02-2023,47200,28-02-2023,NA,264337,148597,18067,18067,6747.04,Done,,pending,Done
375010,458,?gveDzL[@'U7VxccFN3+H8vd4=8j?,LNCTL,28-02-2023,277000,28-02-2023,273254,210149,145105,19739,19739,52924.33,Done,,pending,Done
375022,712,"IackErI:0""UF5Ie`AM5+V8z;f@8i",LNCTL,,,28-02-2023,NA,369021,20847,385075,385075,0,Done,,pending,Normal_Interest_Is_Zero
399859,NFS003,"IZvh;}H[lt,B",LNSTL,,,,,,,,,,pending,,pending,Cust_Email_Is_Blank
399869,NFS003,9acn6|A\5sZs`N`ROw5~Dfnm(J%sN@3,LNSTL,,,,,,,,,,pending,,pending,Cust_Email_Is_Blank
399639,838,DZta6JR[:Rb9gFT,LNSTL,,,28-02-2023,,,,,,0,Done,,pending,Cust_Email_Is_Blank
379002,1165,"Ekke@} a9""N5ax`ROC7+Lfq;7J8EGL.",LNECL,,,28-02-2023,NA,335901,83492,8098,390307,12318.86,Done,,pending,Done
378127,1164,J^eh?oNmlze8gHVRO:A%V8zq;s0y?,LNECL,,,,NA,207241,12927,47182,180716,,pending,,pending,No_Interest_Payment_Due
379614,1262,Fkqt7mH:/{[GnLgVJKq'YlJg;8,LNECL,28-02-2023,147222,28-02-2023,NA,210525,112521,293291,293291,24964.28,Done,,pending,Done
378637,1164,Imcr4 RmARYCiHed|HD YY~`f@-rDL/9,LNECL,,,28-02-2023,NA,263953,NA,321565,328583,0,Done,,pending,Normal_Interest_Is_Zero
375053,115,"DZkg3yNe.%,?VElRK;:wLlki@5crJJ/H/YZZ",LNDLS,,,28-02-2023,,,,,,0,Done,,pending,Cust_Email_Is_Blank
378905,1165,IZo@BkUflwPIX:gZLF3##l|p:H,LNECL,28-02-2023,330555,28-02-2023,NA,335901,83492,167793,370335,46271.98,Done,,pending,Done
380122,136,AZny3x _?wOHdKf,LNECL,,,28-02-2023,129202,146008,42151,371100,353507,0,Done,,pending,Normal_Interest_Is_Zero
380385,1394,;fob;JIh1(_HgBXd|DFz,LNECL,28-02-2023,1368750,28-02-2023,NA,203119,203119,9216,329799,363016.62,Done,,pending,Done
380306,139,Inoe7~ mF!R5Wx\_AA3VSn~;3H(,LNECL,,,28-02-2023,NA,313939,21522,17021,17021,343487.12,Done,,pending,Done
378217,1164,L`t@8yO^AwO<5:ZcLwB-W8vo+,LNECL,28-02-2023,611111.11,28-02-2023,NA,111016,33851,154495,374839,74785.77,Done,,pending,Done
400528,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,,NA,173693,94181,14781,354392,0.02,Done,0,Done,No_Interest_Payment_Due
376432,58,Phfi3m _;w^;nx_ZJAF{G,LNECL,,,28-02-2023,NA,199762,107515,43308,85163,173547.26,Done,,pending,Done
378422,1164,":Zoo6kR:?""\9l:ld|}q Q^|\f@-rDL/9",LNECL,,,28-02-2023,NA,156688,14781,193739,197407,123301.58,Done,,pending,Done
378442,1164,Inrr7wE:=s\9gx`ZIDEVOawd;9(,LNECL,,,28-02-2023,NA,175585,12344,193739,197407,94627.4,Done,,pending,Done
380282,139,CZpoDkM[l{Z8jLgcF=EVOawd;9(,LNECL,28-02-2023,2827660,28-02-2023,NA,150649,15559,17021,17021,834907.69,Done,,pending,Done
380292,139,CnmeEr ].%^=ZKf,LNECL,28-02-2023,277778,28-02-2023,NA,152063,72221,352799,352799,18471.21,Done,,pending,Done
379031,1165,I9t@F|Ah@#[Fi,LNECL,,,28-02-2023,NA,147946,29162,24526,386667,0,Done,,pending,Normal_Interest_Is_Zero
380231,1377,Abuh3x m2*Ms`>aUO9,LNECL,,,28-02-2023,NA,175787,7462,205393,205393,114742.47,Done,,pending,Done
379711,129,Fkp@;xFl.'Q7],LNECL,28-02-2023,964000,28-02-2023,NA,204543,NA,15635,292379,182700.49,Done,,pending,Done
375036,30,A9da>k p6&TBjxeRGM,LNDEP,,,,,,,,,,pending,,pending,Cust_Email_Is_Blank
375046,814,I9o@? Nc9sWG]FT^J9,LNDEP,,,,,,,,,,pending,,pending,Cust_Email_Is_Blank
383032,1636,<eqr7}S_;uQse>eWRE7*#h!of@8i,LNECL,28-02-2023,1138000,28-02-2023,NA,203314,203314,21501,37978,166100.6,Done,20.6,Done,Done
380240,138,"7^suEJEh4{Z9ZKXU|H>wVls^:s4wDN+I,""eQ[:Jed",LNECL,28-02-2023,1805555,28-02-2023,,,,,,284882.11,Done,,pending,Cust_Email_Is_Blank
380314,139,">hve>JB[/,XCcx\_Q=D%Dlsj550EKN>t3V]",LNECL,,,28-02-2023,,,,,,0,Done,,pending,Cust_Email_Is_Blank
385362,2425,:kcvKk `?(UH5MeRA=D*,LNECL,28-02-2023,163888,28-02-2023,NA,314351,22471,374147,374147,25278.36,Done,53.46,Done,Done
378560,1164,HGBk JTl.vUB\,LNECL,,,28-02-2023,175585,175585,12344,341426,374840,0,Done,,pending,Normal_Interest_Is_Zero
379840,130,8ZdaqoNn2%\F^LX,LNECL,,,28-02-2023,158288,182543,18090,84190,169260,0,Done,,pending,Normal_Interest_Is_Zero
379764,129,"Indh3w `<""PG5~3a>;={Uk",LNECL,,,28-02-2023,305228,275703,6625,34451,292379,57456.16,Done,,pending,Done
379565,1246,:Zn@5rAh1RY9YBVRIwE+Rjo,LNECL,,,28-02-2023,110450,129460,132558,275620,330191,0,Done,,pending,Normal_Interest_Is_Zero
379095,1165,DZviAxAflsaHdI_RPL,LNECL,,,28-02-2023,NA,253133,29162,24526,386667,212301.37,Done,,pending,Done
378204,1164,HGBk JTl.vUB\,LNECL,28-02-2023,36111,28-02-2023,175585,175585,12344,341426,374840,5478.77,Done,,pending,Done
